#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ERCC3	POLR2B	9606.ENSP00000285398	9606.ENSP00000370625	0	0	0	0	0.108	0.906	0.600	0.345	0.975
ERCC3	POLR2J	9606.ENSP00000285398	9606.ENSP00000292614	0	0	0	0	0.068	0.942	0.600	0.159	0.979
ERCC3	POLR2E	9606.ENSP00000285398	9606.ENSP00000478303	0	0	0	0	0.075	0.978	0.600	0.167	0.992
ERCC3	POLR2F	9606.ENSP00000285398	9606.ENSP00000403852	0	0	0	0	0	0.977	0.600	0.272	0.993
ERCC3	TCEA1	9606.ENSP00000285398	9606.ENSP00000428426	0	0	0	0	0.091	0.871	0.900	0.505	0.993
ERCC3	GTF2A2	9606.ENSP00000285398	9606.ENSP00000379372	0	0	0	0	0	0.906	0.900	0.545	0.995
ERCC3	GTF2F2	9606.ENSP00000285398	9606.ENSP00000340823	0	0	0	0	0.134	0.959	0.600	0.705	0.995
ERCC3	GTF2F1	9606.ENSP00000285398	9606.ENSP00000377969	0	0	0	0	0.095	0.904	0.900	0.664	0.996
ERCC3	GTF2A1	9606.ENSP00000285398	9606.ENSP00000452454	0	0	0	0	0.102	0.871	0.900	0.821	0.997
ERCC3	POLR2A	9606.ENSP00000285398	9606.ENSP00000480158	0	0	0	0	0.090	0.966	0.600	0.833	0.997
ERCC3	TBP	9606.ENSP00000285398	9606.ENSP00000375942	0	0	0	0	0.068	0.934	0.900	0.804	0.998
ERCC3	GTF2E2	9606.ENSP00000285398	9606.ENSP00000348168	0	0	0	0	0.089	0.992	0.900	0.780	0.999
ERCC3	GTF2B	9606.ENSP00000285398	9606.ENSP00000359531	0	0	0	0	0.062	0.943	0.900	0.862	0.999
GTF2A1	POLR2C	9606.ENSP00000452454	9606.ENSP00000219252	0	0	0	0	0.066	0.871	0.600	0	0.947
GTF2A1	POLR2I	9606.ENSP00000452454	9606.ENSP00000221859	0	0	0	0	0.067	0.871	0.600	0.053	0.948
GTF2A1	CDK7	9606.ENSP00000452454	9606.ENSP00000256443	0	0	0	0	0.066	0.803	0.600	0.101	0.925
GTF2A1	CCNH	9606.ENSP00000452454	9606.ENSP00000256897	0	0	0	0	0.090	0.800	0.600	0.141	0.929
GTF2A1	MNAT1	9606.ENSP00000452454	9606.ENSP00000261245	0	0	0	0	0.093	0.871	0.600	0.205	0.958
GTF2A1	SMARCB1	9606.ENSP00000452454	9606.ENSP00000263121	0	0	0	0	0.072	0	0.900	0.089	0.908
GTF2A1	GTF2H1	9606.ENSP00000452454	9606.ENSP00000265963	0	0	0	0	0.147	0.800	0.600	0.499	0.961
GTF2A1	POLR2D	9606.ENSP00000452454	9606.ENSP00000272645	0	0	0	0	0.062	0.871	0.600	0.107	0.951
GTF2A1	GTF2E1	9606.ENSP00000452454	9606.ENSP00000283875	0	0	0	0	0.142	0.901	0.900	0.647	0.996
GTF2A1	ERCC3	9606.ENSP00000452454	9606.ENSP00000285398	0	0	0	0	0.102	0.871	0.900	0.821	0.997
GTF2A1	MED7	9606.ENSP00000452454	9606.ENSP00000286317	0	0	0	0	0	0.406	0	0.643	0.778
GTF2A1	POLR2J	9606.ENSP00000452454	9606.ENSP00000292614	0	0	0	0	0.065	0.857	0.600	0	0.942
GTF2A1	POLR2G	9606.ENSP00000452454	9606.ENSP00000301788	0	0	0	0	0.070	0.871	0.600	0	0.948
GTF2A1	MED14	9606.ENSP00000452454	9606.ENSP00000323720	0	0	0	0	0.113	0.394	0	0.602	0.767
GTF2A1	POLR2L	9606.ENSP00000452454	9606.ENSP00000324124	0	0	0	0	0.052	0.871	0.600	0.278	0.960
GTF2A1	GTF2F2	9606.ENSP00000452454	9606.ENSP00000340823	0	0	0	0	0.110	0.871	0.720	0.144	0.969
GTF2A1	POLR2K	9606.ENSP00000452454	9606.ENSP00000342889	0	0	0	0	0	0.871	0.600	0.053	0.947
GTF2A1	GTF2E2	9606.ENSP00000452454	9606.ENSP00000348168	0	0	0	0	0.177	0.930	0.900	0.368	0.995
GTF2A1	ACTB	9606.ENSP00000452454	9606.ENSP00000349960	0	0	0	0	0.062	0.077	0.900	0	0.905
GTF2A1	GTF2B	9606.ENSP00000452454	9606.ENSP00000359531	0	0	0	0	0.080	0.943	0.900	0.820	0.998
GTF2A1	POLR2B	9606.ENSP00000452454	9606.ENSP00000370625	0	0	0	0	0.083	0.871	0.600	0.079	0.950
GTF2A1	TBP	9606.ENSP00000452454	9606.ENSP00000375942	0	0	0	0	0.122	0.999	0.900	0.846	0.999
GTF2A1	GTF2F1	9606.ENSP00000452454	9606.ENSP00000377969	0	0	0	0	0.135	0.889	0.900	0.586	0.995
GTF2A1	GTF2A2	9606.ENSP00000452454	9606.ENSP00000379372	0	0	0	0	0.062	0.994	0.900	0.913	0.999
GTF2A1	SMARCA4	9606.ENSP00000452454	9606.ENSP00000395654	0	0	0	0	0.082	0.083	0.900	0.136	0.917
GTF2A1	POLR2F	9606.ENSP00000452454	9606.ENSP00000403852	0	0	0	0	0.062	0.871	0.600	0.190	0.955
GTF2A1	POLR2H	9606.ENSP00000452454	9606.ENSP00000415536	0	0	0	0	0	0.389	0.600	0.101	0.761
GTF2A1	TCEA1	9606.ENSP00000452454	9606.ENSP00000428426	0	0	0	0	0.062	0.828	0.900	0.162	0.984
GTF2A1	POLR2E	9606.ENSP00000452454	9606.ENSP00000478303	0	0	0	0	0.045	0.894	0.600	0	0.956
GTF2A1	POLR2A	9606.ENSP00000452454	9606.ENSP00000480158	0	0	0	0	0.119	0.871	0.900	0.785	0.997
GTF2A2	POLR2C	9606.ENSP00000379372	9606.ENSP00000219252	0	0	0	0	0.091	0.906	0.600	0.154	0.967
GTF2A2	POLR2I	9606.ENSP00000379372	9606.ENSP00000221859	0	0	0	0	0.111	0.906	0.600	0.067	0.964
GTF2A2	CDK7	9606.ENSP00000379372	9606.ENSP00000256443	0	0	0	0	0.109	0.800	0.600	0.155	0.931
GTF2A2	CCNH	9606.ENSP00000379372	9606.ENSP00000256897	0	0	0	0	0.129	0.800	0.600	0.235	0.939
GTF2A2	MNAT1	9606.ENSP00000379372	9606.ENSP00000261245	0	0	0	0	0.083	0.906	0.600	0	0.962
GTF2A2	GTF2H1	9606.ENSP00000379372	9606.ENSP00000265963	0	0	0	0	0	0.800	0.600	0.630	0.967
GTF2A2	POLR2D	9606.ENSP00000379372	9606.ENSP00000272645	0	0	0	0	0.087	0.906	0.600	0	0.962
GTF2A2	GTF2E1	9606.ENSP00000379372	9606.ENSP00000283875	0	0	0	0	0	0.922	0.900	0.780	0.998
GTF2A2	ERCC3	9606.ENSP00000379372	9606.ENSP00000285398	0	0	0	0	0	0.906	0.900	0.545	0.995
GTF2A2	POLR2J	9606.ENSP00000379372	9606.ENSP00000292614	0	0	0	0	0.475	0.864	0.600	0.213	0.974
GTF2A2	POLR2G	9606.ENSP00000379372	9606.ENSP00000301788	0	0	0	0	0.173	0.906	0.600	0	0.966
GTF2A2	POLR2L	9606.ENSP00000379372	9606.ENSP00000324124	0	0	0	0	0.659	0.906	0.600	0.062	0.986
GTF2A2	GTF2F2	9606.ENSP00000379372	9606.ENSP00000340823	0	0	0	0	0.116	0.906	0.600	0.400	0.977
GTF2A2	POLR2K	9606.ENSP00000379372	9606.ENSP00000342889	0	0	0	0	0.177	0.906	0.600	0.063	0.967
GTF2A2	GTF2E2	9606.ENSP00000379372	9606.ENSP00000348168	0	0	0	0	0.111	0.906	0.900	0.644	0.996
GTF2A2	GTF2B	9606.ENSP00000379372	9606.ENSP00000359531	0	0	0	0	0.110	0.955	0.900	0.754	0.998
GTF2A2	POLR2B	9606.ENSP00000379372	9606.ENSP00000370625	0	0	0	0	0.099	0.906	0.600	0.210	0.969
GTF2A2	TBP	9606.ENSP00000379372	9606.ENSP00000375942	0	0	0	0	0.062	0.999	0.900	0.889	0.999
GTF2A2	GTF2F1	9606.ENSP00000379372	9606.ENSP00000377969	0	0	0	0	0	0.904	0.900	0.782	0.997
GTF2A2	POLR2H	9606.ENSP00000379372	9606.ENSP00000415536	0	0	0	0	0.198	0.559	0.600	0.290	0.886
GTF2A2	POLR2F	9606.ENSP00000379372	9606.ENSP00000403852	0	0	0	0	0.196	0.906	0.600	0.059	0.967
GTF2A2	POLR2E	9606.ENSP00000379372	9606.ENSP00000478303	0	0	0	0	0.146	0.923	0.600	0	0.971
GTF2A2	TCEA1	9606.ENSP00000379372	9606.ENSP00000428426	0	0	0	0	0.062	0.871	0.900	0.067	0.987
GTF2A2	POLR2A	9606.ENSP00000379372	9606.ENSP00000480158	0	0	0	0	0	0.950	0.600	0.666	0.992
GTF2A2	GTF2A1	9606.ENSP00000379372	9606.ENSP00000452454	0	0	0	0	0.062	0.994	0.900	0.913	0.999
GTF2B	POLR2C	9606.ENSP00000359531	9606.ENSP00000219252	0	0	0	0	0.098	0.950	0.600	0.840	0.996
GTF2B	POLR2I	9606.ENSP00000359531	9606.ENSP00000221859	0	0	0	0	0.065	0.934	0.600	0.827	0.995
GTF2B	SUPT4H1	9606.ENSP00000359531	9606.ENSP00000225504	0	0	0	0	0.073	0	0	0.774	0.782
GTF2B	CDK7	9606.ENSP00000359531	9606.ENSP00000256443	0	0	0	0	0.120	0.800	0.800	0.728	0.989
GTF2B	CCNH	9606.ENSP00000359531	9606.ENSP00000256897	0	0	0	0	0.107	0.800	0.600	0.574	0.965
GTF2B	MNAT1	9606.ENSP00000359531	9606.ENSP00000261245	0	0	0	0	0.062	0.906	0.600	0.634	0.985
GTF2B	SMARCB1	9606.ENSP00000359531	9606.ENSP00000263121	0	0	0	0	0.078	0	0.900	0.247	0.924
GTF2B	GTF2H1	9606.ENSP00000359531	9606.ENSP00000265963	0	0	0	0	0.068	0.800	0.600	0.618	0.967
GTF2B	POLR2D	9606.ENSP00000359531	9606.ENSP00000272645	0	0	0	0	0.068	0.946	0.600	0.603	0.991
GTF2B	GTF2E1	9606.ENSP00000359531	9606.ENSP00000283875	0	0	0	0	0.080	0.947	0.900	0.811	0.998
GTF2B	ERCC3	9606.ENSP00000359531	9606.ENSP00000285398	0	0	0	0	0.062	0.943	0.900	0.862	0.999
GTF2B	MED7	9606.ENSP00000359531	9606.ENSP00000286317	0	0	0	0	0.062	0.595	0	0.734	0.890
GTF2B	SSU72	9606.ENSP00000359531	9606.ENSP00000291386	0	0	0	0	0.072	0.369	0	0.975	0.984
GTF2B	POLR2J	9606.ENSP00000359531	9606.ENSP00000292614	0	0	0	0	0.079	0.978	0.600	0.642	0.996
GTF2B	POLR2G	9606.ENSP00000359531	9606.ENSP00000301788	0	0	0	0	0.086	0.964	0.600	0.874	0.998
GTF2B	MED14	9606.ENSP00000359531	9606.ENSP00000323720	0	0	0	0	0.082	0.739	0	0.721	0.927
GTF2B	POLR2L	9606.ENSP00000359531	9606.ENSP00000324124	0	0	0	0	0.073	0.907	0.600	0.416	0.977
GTF2B	GTF2F2	9606.ENSP00000359531	9606.ENSP00000340823	0	0	0	0	0.104	0.982	0.720	0.968	0.999
GTF2B	POLR2K	9606.ENSP00000359531	9606.ENSP00000342889	0	0	0	0	0.093	0.906	0.600	0.706	0.988
GTF2B	GTF2E2	9606.ENSP00000359531	9606.ENSP00000348168	0	0	0	0	0.098	0.949	0.900	0.742	0.998
GTF2B	ACTB	9606.ENSP00000359531	9606.ENSP00000349960	0	0	0	0	0.062	0	0.900	0.403	0.939
GTF2B	CDK8	9606.ENSP00000359531	9606.ENSP00000370938	0	0	0	0	0.062	0	0	0.695	0.702
GTF2B	SUPT5H	9606.ENSP00000359531	9606.ENSP00000470252	0	0	0	0	0.053	0.133	0	0.760	0.786
GTF2B	RPAP2	9606.ENSP00000359531	9606.ENSP00000476948	0	0	0	0	0.062	0	0.600	0.579	0.828
GTF2B	CDK9	9606.ENSP00000359531	9606.ENSP00000362361	0	0	0	0	0.071	0	0.600	0.590	0.834
GTF2B	SMARCA4	9606.ENSP00000359531	9606.ENSP00000395654	0	0	0	0	0.080	0.216	0.900	0.580	0.965
GTF2B	CTDP1	9606.ENSP00000359531	9606.ENSP00000484525	0	0	0	0	0.071	0.900	0	0.893	0.989
GTF2B	POLR2H	9606.ENSP00000359531	9606.ENSP00000415536	0	0	0	0	0.063	0.955	0.600	0.705	0.994
GTF2B	GTF2A1	9606.ENSP00000359531	9606.ENSP00000452454	0	0	0	0	0.080	0.943	0.900	0.820	0.998
GTF2B	GTF2A2	9606.ENSP00000359531	9606.ENSP00000379372	0	0	0	0	0.110	0.955	0.900	0.754	0.998
GTF2B	POLR2F	9606.ENSP00000359531	9606.ENSP00000403852	0	0	0	0	0.063	0.987	0.600	0.646	0.998
GTF2B	GTF2F1	9606.ENSP00000359531	9606.ENSP00000377969	0	0	0	0	0.094	0.993	0.900	0.961	0.999
GTF2B	TCEA1	9606.ENSP00000359531	9606.ENSP00000428426	0	0	0	0	0.067	0.975	0.900	0.864	0.999
GTF2B	POLR2A	9606.ENSP00000359531	9606.ENSP00000480158	0	0	0	0	0.132	0.995	0.900	0.918	0.999
GTF2B	TBP	9606.ENSP00000359531	9606.ENSP00000375942	0	0	0.329	0	0.153	0.994	0.900	0.994	0.999
GTF2B	POLR2B	9606.ENSP00000359531	9606.ENSP00000370625	0	0	0.205	0	0.152	0.986	0.600	0.866	0.999
GTF2B	POLR2E	9606.ENSP00000359531	9606.ENSP00000478303	0	0	0.227	0	0.090	0.992	0.600	0.957	0.999
GTF2E1	POLR2C	9606.ENSP00000283875	9606.ENSP00000219252	0	0	0	0	0.068	0.935	0.600	0.214	0.978
GTF2E1	POLR2I	9606.ENSP00000283875	9606.ENSP00000221859	0	0	0	0	0.088	0.935	0.600	0.669	0.991
GTF2E1	CDK7	9606.ENSP00000283875	9606.ENSP00000256443	0	0	0	0	0.108	0.983	0.600	0.368	0.995
GTF2E1	CCNH	9606.ENSP00000283875	9606.ENSP00000256897	0	0	0	0	0.108	0.986	0.600	0.427	0.996
GTF2E1	MNAT1	9606.ENSP00000283875	9606.ENSP00000261245	0	0	0	0	0.124	0.953	0.600	0.597	0.992
GTF2E1	SMARCB1	9606.ENSP00000283875	9606.ENSP00000263121	0	0	0	0	0.149	0	0.900	0.070	0.914
GTF2E1	GTF2H1	9606.ENSP00000283875	9606.ENSP00000265963	0	0	0	0	0.123	0.996	0.600	0.720	0.999
GTF2E1	POLR2D	9606.ENSP00000283875	9606.ENSP00000272645	0	0	0	0	0.062	0.906	0.600	0.524	0.981
GTF2E1	CDK9	9606.ENSP00000283875	9606.ENSP00000362361	0	0	0	0	0.246	0	0.600	0.139	0.717
GTF2E1	SUPT5H	9606.ENSP00000283875	9606.ENSP00000470252	0	0	0	0	0.109	0	0	0.715	0.735
GTF2E1	MED7	9606.ENSP00000283875	9606.ENSP00000286317	0	0	0	0	0.123	0.559	0	0.578	0.822
GTF2E1	POLR2H	9606.ENSP00000283875	9606.ENSP00000415536	0	0	0	0	0.080	0.559	0.600	0.252	0.862
GTF2E1	ACTB	9606.ENSP00000283875	9606.ENSP00000349960	0	0	0	0	0	0	0.900	0.062	0.902
GTF2E1	SMARCA4	9606.ENSP00000283875	9606.ENSP00000395654	0	0	0	0	0.176	0	0.900	0.132	0.922
GTF2E1	POLR2J	9606.ENSP00000283875	9606.ENSP00000292614	0.042	0	0	0	0.093	0.868	0.600	0.142	0.953
GTF2E1	POLR2L	9606.ENSP00000283875	9606.ENSP00000324124	0	0	0	0	0.049	0.934	0.600	0.345	0.981
GTF2E1	POLR2B	9606.ENSP00000283875	9606.ENSP00000370625	0	0	0	0	0.130	0.934	0.600	0.377	0.983
GTF2E1	POLR2F	9606.ENSP00000283875	9606.ENSP00000403852	0	0	0	0	0.062	0.934	0.600	0.521	0.986
GTF2E1	POLR2K	9606.ENSP00000283875	9606.ENSP00000342889	0	0	0	0	0	0.949	0.600	0.447	0.987
GTF2E1	POLR2E	9606.ENSP00000283875	9606.ENSP00000478303	0	0	0	0	0.070	0.958	0.600	0.345	0.988
GTF2E1	POLR2G	9606.ENSP00000283875	9606.ENSP00000301788	0	0	0	0	0.120	0.935	0.600	0.552	0.988
GTF2E1	TCEA1	9606.ENSP00000283875	9606.ENSP00000428426	0	0	0	0	0.062	0.931	0.900	0.436	0.995
GTF2E1	GTF2A1	9606.ENSP00000283875	9606.ENSP00000452454	0	0	0	0	0.142	0.901	0.900	0.647	0.996
GTF2E1	TBP	9606.ENSP00000283875	9606.ENSP00000375942	0	0	0	0	0.097	0.956	0.900	0.654	0.998
GTF2E1	GTF2A2	9606.ENSP00000283875	9606.ENSP00000379372	0	0	0	0	0	0.922	0.900	0.780	0.998
GTF2E1	GTF2F2	9606.ENSP00000283875	9606.ENSP00000340823	0	0	0	0	0.240	0.963	0.720	0.773	0.998
GTF2E1	GTF2B	9606.ENSP00000283875	9606.ENSP00000359531	0	0	0	0	0.080	0.947	0.900	0.811	0.998
GTF2E1	GTF2F1	9606.ENSP00000283875	9606.ENSP00000377969	0	0	0	0	0.336	0.977	0.900	0.845	0.999
GTF2E1	POLR2A	9606.ENSP00000283875	9606.ENSP00000480158	0	0	0	0	0.121	0.976	0.900	0.759	0.999
GTF2E1	GTF2E2	9606.ENSP00000283875	9606.ENSP00000348168	0	0	0	0	0.439	0.995	0.900	0.949	0.999
GTF2E1	ERCC3	9606.ENSP00000283875	9606.ENSP00000285398	0	0	0	0	0.107	0.992	0.900	0.767	0.999
GTF2E2	POLR2C	9606.ENSP00000348168	9606.ENSP00000219252	0	0	0	0	0.079	0.935	0.600	0.378	0.983
GTF2E2	POLR2I	9606.ENSP00000348168	9606.ENSP00000221859	0	0	0	0	0.097	0.906	0.600	0.475	0.979
GTF2E2	CDK7	9606.ENSP00000348168	9606.ENSP00000256443	0	0	0	0	0.153	0.967	0.600	0.552	0.994
GTF2E2	CCNH	9606.ENSP00000348168	9606.ENSP00000256897	0	0	0	0	0.093	0.988	0.600	0.270	0.996
GTF2E2	MNAT1	9606.ENSP00000348168	9606.ENSP00000261245	0	0	0	0	0.110	0.987	0.600	0.540	0.997
GTF2E2	GTF2H1	9606.ENSP00000348168	9606.ENSP00000265963	0	0	0	0	0.134	0.988	0.600	0.262	0.996
GTF2E2	POLR2D	9606.ENSP00000348168	9606.ENSP00000272645	0	0	0	0	0.083	0.906	0.600	0.401	0.976
GTF2E2	GTF2E1	9606.ENSP00000348168	9606.ENSP00000283875	0	0	0	0	0.439	0.995	0.900	0.949	0.999
GTF2E2	ERCC3	9606.ENSP00000348168	9606.ENSP00000285398	0	0	0	0	0.089	0.992	0.900	0.780	0.999
GTF2E2	MED7	9606.ENSP00000348168	9606.ENSP00000286317	0	0	0	0	0.063	0.654	0	0.416	0.794
GTF2E2	POLR2J	9606.ENSP00000348168	9606.ENSP00000292614	0	0	0	0	0.107	0.864	0.600	0.168	0.954
GTF2E2	POLR2G	9606.ENSP00000348168	9606.ENSP00000301788	0	0	0	0	0.154	0.906	0.600	0.445	0.980
GTF2E2	POLR2L	9606.ENSP00000348168	9606.ENSP00000324124	0	0	0	0	0.092	0.906	0.600	0	0.962
GTF2E2	GTF2F2	9606.ENSP00000348168	9606.ENSP00000340823	0	0	0	0	0.357	0.963	0.600	0.824	0.998
GTF2E2	POLR2K	9606.ENSP00000348168	9606.ENSP00000342889	0	0	0	0	0.062	0.949	0.600	0.328	0.985
GTF2E2	POLR2H	9606.ENSP00000348168	9606.ENSP00000415536	0	0	0	0	0.088	0.559	0.600	0.190	0.852
GTF2E2	POLR2B	9606.ENSP00000348168	9606.ENSP00000370625	0	0	0	0	0.102	0.955	0.600	0.381	0.988
GTF2E2	TCEA1	9606.ENSP00000348168	9606.ENSP00000428426	0	0	0	0	0.064	0.871	0.900	0.243	0.989
GTF2E2	POLR2F	9606.ENSP00000348168	9606.ENSP00000403852	0	0	0	0	0.062	0.978	0.600	0.214	0.992
GTF2E2	GTF2A1	9606.ENSP00000348168	9606.ENSP00000452454	0	0	0	0	0.177	0.930	0.900	0.368	0.995
GTF2E2	TBP	9606.ENSP00000348168	9606.ENSP00000375942	0	0	0	0	0.062	0.930	0.900	0.566	0.996
GTF2E2	GTF2A2	9606.ENSP00000348168	9606.ENSP00000379372	0	0	0	0	0.111	0.906	0.900	0.644	0.996
GTF2E2	POLR2E	9606.ENSP00000348168	9606.ENSP00000478303	0	0	0	0	0.083	0.988	0.600	0.201	0.996
GTF2E2	POLR2A	9606.ENSP00000348168	9606.ENSP00000480158	0	0	0	0	0.192	0.984	0.600	0.540	0.997
GTF2E2	GTF2B	9606.ENSP00000348168	9606.ENSP00000359531	0	0	0	0	0.098	0.949	0.900	0.742	0.998
GTF2E2	GTF2F1	9606.ENSP00000348168	9606.ENSP00000377969	0	0	0	0	0.290	0.964	0.900	0.794	0.999
GTF2F1	POLR2C	9606.ENSP00000377969	9606.ENSP00000219252	0	0	0	0	0.088	0.989	0.600	0.361	0.997
GTF2F1	POLR2I	9606.ENSP00000377969	9606.ENSP00000221859	0	0	0	0	0.093	0.981	0.600	0.779	0.998
GTF2F1	SUPT4H1	9606.ENSP00000377969	9606.ENSP00000225504	0	0	0	0	0.081	0.180	0.600	0.158	0.712
GTF2F1	CDK7	9606.ENSP00000377969	9606.ENSP00000256443	0	0	0	0	0.064	0.800	0.600	0.318	0.942
GTF2F1	CCNH	9606.ENSP00000377969	9606.ENSP00000256897	0	0	0	0	0.071	0.800	0.600	0.282	0.939
GTF2F1	MNAT1	9606.ENSP00000377969	9606.ENSP00000261245	0	0	0	0	0.110	0.904	0.600	0.463	0.979
GTF2F1	SMARCB1	9606.ENSP00000377969	9606.ENSP00000263121	0	0	0	0	0.225	0	0.900	0.078	0.922
GTF2F1	GTF2H1	9606.ENSP00000377969	9606.ENSP00000265963	0	0	0	0	0.146	0.847	0.600	0.651	0.979
GTF2F1	POLR2D	9606.ENSP00000377969	9606.ENSP00000272645	0	0	0	0	0.062	0.975	0.600	0.539	0.995
GTF2F1	GTF2E1	9606.ENSP00000377969	9606.ENSP00000283875	0	0	0	0	0.336	0.977	0.900	0.845	0.999
GTF2F1	ERCC3	9606.ENSP00000377969	9606.ENSP00000285398	0	0	0	0	0.095	0.904	0.900	0.664	0.996
GTF2F1	MED7	9606.ENSP00000377969	9606.ENSP00000286317	0	0	0	0	0	0.551	0	0.413	0.725
GTF2F1	POLR2J	9606.ENSP00000377969	9606.ENSP00000292614	0	0	0	0	0.093	0.941	0.600	0.285	0.982
GTF2F1	LEO1	9606.ENSP00000377969	9606.ENSP00000299601	0	0	0	0	0.110	0	0.600	0.225	0.700
GTF2F1	POLR2G	9606.ENSP00000377969	9606.ENSP00000301788	0	0	0	0	0.118	0.962	0.600	0.480	0.992
GTF2F1	MED14	9606.ENSP00000377969	9606.ENSP00000323720	0	0	0	0	0.209	0.551	0	0.348	0.748
GTF2F1	POLR2L	9606.ENSP00000377969	9606.ENSP00000324124	0	0	0	0	0.096	0.952	0.600	0.216	0.984
GTF2F1	GTF2F2	9606.ENSP00000377969	9606.ENSP00000340823	0	0	0	0	0.350	0.997	0.800	0.994	0.999
GTF2F1	POLR2K	9606.ENSP00000377969	9606.ENSP00000342889	0	0	0	0	0	0.934	0.600	0.371	0.982
GTF2F1	GTF2E2	9606.ENSP00000377969	9606.ENSP00000348168	0	0	0	0	0.290	0.964	0.900	0.794	0.999
GTF2F1	ACTB	9606.ENSP00000377969	9606.ENSP00000349960	0	0	0	0	0	0	0.900	0.073	0.903
GTF2F1	CTR9	9606.ENSP00000377969	9606.ENSP00000355013	0	0	0	0	0.205	0	0.600	0.157	0.708
GTF2F1	CDC73	9606.ENSP00000377969	9606.ENSP00000356405	0	0	0	0	0.202	0.339	0.600	0.114	0.788
GTF2F1	GTF2B	9606.ENSP00000377969	9606.ENSP00000359531	0	0	0	0	0.094	0.993	0.900	0.961	0.999
GTF2F1	CDK9	9606.ENSP00000377969	9606.ENSP00000362361	0	0	0	0	0.088	0.648	0.600	0.123	0.872
GTF2F1	POLR2B	9606.ENSP00000377969	9606.ENSP00000370625	0	0	0	0	0.202	0.986	0.600	0.925	0.999
GTF2F1	RTF1	9606.ENSP00000377969	9606.ENSP00000374280	0	0	0	0	0.367	0.056	0.600	0.204	0.784
GTF2F1	TBP	9606.ENSP00000377969	9606.ENSP00000375942	0	0	0	0	0.065	0.949	0.900	0.805	0.998
GTF2F1	SUPT5H	9606.ENSP00000377969	9606.ENSP00000470252	0	0	0	0	0.277	0.181	0.600	0.312	0.815
GTF2F1	POLR2H	9606.ENSP00000377969	9606.ENSP00000415536	0	0	0	0	0.076	0.690	0.600	0.347	0.915
GTF2F1	SMARCA4	9606.ENSP00000377969	9606.ENSP00000395654	0	0	0	0	0.171	0.216	0.900	0.177	0.939
GTF2F1	POLR2F	9606.ENSP00000377969	9606.ENSP00000403852	0	0	0	0	0.080	0.962	0.600	0.369	0.990
GTF2F1	GTF2A1	9606.ENSP00000377969	9606.ENSP00000452454	0	0	0	0	0.135	0.889	0.900	0.586	0.995
GTF2F1	TCEA1	9606.ENSP00000377969	9606.ENSP00000428426	0	0	0	0	0.062	0.925	0.900	0.510	0.996
GTF2F1	GTF2A2	9606.ENSP00000377969	9606.ENSP00000379372	0	0	0	0	0	0.904	0.900	0.782	0.997
GTF2F1	POLR2E	9606.ENSP00000377969	9606.ENSP00000478303	0	0	0	0	0.139	0.988	0.600	0.647	0.998
GTF2F1	CTDP1	9606.ENSP00000377969	9606.ENSP00000484525	0	0	0	0	0.201	0.992	0.600	0.994	0.999
GTF2F1	POLR2A	9606.ENSP00000377969	9606.ENSP00000480158	0	0	0	0	0.190	0.991	0.900	0.776	0.999
GTF2F2	POLR2C	9606.ENSP00000340823	9606.ENSP00000219252	0	0	0	0	0.082	0.989	0.600	0.681	0.998
GTF2F2	POLR2I	9606.ENSP00000340823	9606.ENSP00000221859	0	0	0	0	0.093	0.978	0.600	0.820	0.998
GTF2F2	SUPT4H1	9606.ENSP00000340823	9606.ENSP00000225504	0	0	0	0	0.077	0.680	0.600	0.081	0.877
GTF2F2	CDK7	9606.ENSP00000340823	9606.ENSP00000256443	0	0	0	0	0.144	0.803	0.600	0.266	0.943
GTF2F2	CCNH	9606.ENSP00000340823	9606.ENSP00000256897	0	0	0	0	0.085	0.800	0.600	0.145	0.929
GTF2F2	MNAT1	9606.ENSP00000340823	9606.ENSP00000261245	0	0	0	0	0.140	0.906	0.600	0.630	0.986
GTF2F2	GTF2H1	9606.ENSP00000340823	9606.ENSP00000265963	0	0	0	0	0.095	0.803	0.600	0.277	0.941
GTF2F2	POLR2D	9606.ENSP00000340823	9606.ENSP00000272645	0	0	0	0	0.083	0.961	0.600	0.558	0.992
GTF2F2	GTF2E1	9606.ENSP00000340823	9606.ENSP00000283875	0	0	0	0	0.240	0.963	0.720	0.773	0.998
GTF2F2	ERCC3	9606.ENSP00000340823	9606.ENSP00000285398	0	0	0	0	0.134	0.959	0.600	0.705	0.995
GTF2F2	POLR2J	9606.ENSP00000340823	9606.ENSP00000292614	0	0	0	0	0.084	0.977	0.600	0.403	0.994
GTF2F2	POLR2G	9606.ENSP00000340823	9606.ENSP00000301788	0	0	0	0	0.175	0.994	0.600	0.703	0.999
GTF2F2	POLR2L	9606.ENSP00000340823	9606.ENSP00000324124	0	0	0	0	0.099	0.955	0.600	0.260	0.986
GTF2F2	RTF1	9606.ENSP00000340823	9606.ENSP00000374280	0	0	0	0	0.311	0	0.600	0.269	0.781
GTF2F2	CDC73	9606.ENSP00000340823	9606.ENSP00000356405	0	0	0	0	0.288	0.184	0.600	0.191	0.787
GTF2F2	POLR2H	9606.ENSP00000340823	9606.ENSP00000415536	0	0	0	0	0.106	0.831	0.600	0.479	0.964
