#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EP300	RORA	9606.ENSP00000263253	9606.ENSP00000261523	0	0	0	0	0	0.298	0.800	0.389	0.906
EP300	SMAD2	9606.ENSP00000263253	9606.ENSP00000262160	0	0	0	0	0.049	0.786	0.900	0.972	0.999
EP300	SOX2	9606.ENSP00000263253	9606.ENSP00000323588	0	0	0	0	0.101	0.302	0	0.634	0.750
EP300	NFATC1	9606.ENSP00000263253	9606.ENSP00000389377	0	0	0	0	0	0.615	0	0.468	0.787
EP300	EGR3	9606.ENSP00000263253	9606.ENSP00000318057	0	0	0	0	0	0.126	0.800	0.161	0.840
EP300	POU2F1	9606.ENSP00000263253	9606.ENSP00000356840	0	0	0	0	0.062	0.076	0.800	0.203	0.843
EP300	MAPK8	9606.ENSP00000263253	9606.ENSP00000378974	0	0	0	0	0.062	0.270	0.900	0.343	0.949
EP300	NFATC2	9606.ENSP00000263253	9606.ENSP00000379330	0	0	0	0	0.062	0.429	0.900	0.471	0.967
EP300	FOSL1	9606.ENSP00000263253	9606.ENSP00000310170	0	0	0	0	0.049	0.495	0.900	0.480	0.971
EP300	JUNB	9606.ENSP00000263253	9606.ENSP00000303315	0	0	0	0	0	0.718	0.900	0.329	0.979
EP300	ATF2	9606.ENSP00000263253	9606.ENSP00000264110	0	0	0	0	0.063	0.500	0.900	0.683	0.983
EP300	ZEB1	9606.ENSP00000263253	9606.ENSP00000354487	0	0	0	0	0.049	0.595	0	0.978	0.990
EP300	FOXO3	9606.ENSP00000263253	9606.ENSP00000385824	0	0	0	0	0.086	0.764	0.900	0.871	0.996
EP300	FOXO1	9606.ENSP00000263253	9606.ENSP00000368880	0	0	0	0	0.063	0.807	0.900	0.842	0.996
EP300	FOS	9606.ENSP00000263253	9606.ENSP00000306245	0	0	0	0	0.049	0.849	0.900	0.895	0.998
EP300	CREB1	9606.ENSP00000263253	9606.ENSP00000387699	0	0	0	0	0.062	0.889	0.900	0.991	0.999
EP300	JUN	9606.ENSP00000263253	9606.ENSP00000360266	0	0	0	0	0	0.910	0.900	0.922	0.999
EP300	SMAD3	9606.ENSP00000263253	9606.ENSP00000332973	0	0	0	0	0.049	0.944	0.900	0.989	0.999
EP300	MYC	9606.ENSP00000263253	9606.ENSP00000479618	0	0	0	0	0.062	0.780	0.900	0.987	0.999
EP300	SMAD4	9606.ENSP00000263253	9606.ENSP00000341551	0	0	0	0	0.062	0.882	0.900	0.987	0.999
EP300	STAT3	9606.ENSP00000263253	9606.ENSP00000264657	0	0	0	0	0.062	0.872	0.900	0.989	0.999
EP300	SP1	9606.ENSP00000263253	9606.ENSP00000329357	0	0	0	0	0.125	0.916	0.900	0.974	0.999
EP300	HIF1A	9606.ENSP00000263253	9606.ENSP00000437955	0	0	0	0	0.053	0.998	0.900	0.993	0.999
FOS	CCND1	9606.ENSP00000306245	9606.ENSP00000227507	0	0	0	0	0	0.494	0.900	0.775	0.987
FOS	NANOG	9606.ENSP00000306245	9606.ENSP00000229307	0	0	0	0	0	0	0.900	0.325	0.929
FOS	EGR1	9606.ENSP00000306245	9606.ENSP00000239938	0	0	0	0	0.961	0.062	0.650	0.948	0.999
FOS	TWIST1	9606.ENSP00000306245	9606.ENSP00000242261	0	0	0	0	0	0.270	0.900	0.305	0.944
FOS	EGR2	9606.ENSP00000306245	9606.ENSP00000242480	0	0	0	0	0.269	0.062	0.650	0.689	0.915
FOS	BATF3	9606.ENSP00000306245	9606.ENSP00000243440	0	0	0	0	0	0	0.900	0.385	0.935
FOS	FOSB	9606.ENSP00000306245	9606.ENSP00000245919	0	0	0	0.866	0.899	0.267	0.800	0.989	0.986
FOS	JUND	9606.ENSP00000306245	9606.ENSP00000252818	0	0	0	0	0.094	0.899	0.900	0.989	0.999
FOS	RORA	9606.ENSP00000306245	9606.ENSP00000261523	0	0	0	0	0	0.077	0.900	0.233	0.923
FOS	EP300	9606.ENSP00000306245	9606.ENSP00000263253	0	0	0	0	0.049	0.849	0.900	0.895	0.998
FOS	ATF2	9606.ENSP00000306245	9606.ENSP00000264110	0	0	0	0.568	0	0.894	0.600	0.702	0.969
FOS	STAT3	9606.ENSP00000306245	9606.ENSP00000264657	0	0	0	0	0	0.416	0.900	0.977	0.998
FOS	FOSL2	9606.ENSP00000306245	9606.ENSP00000264716	0	0	0	0.899	0.066	0	0.900	0.949	0.911
FOS	SRF	9606.ENSP00000306245	9606.ENSP00000265354	0	0	0	0	0	0.058	0.900	0.718	0.971
FOS	JDP2	9606.ENSP00000306245	9606.ENSP00000267569	0	0	0	0.770	0.909	0	0	0.517	0.919
FOS	BATF	9606.ENSP00000306245	9606.ENSP00000286639	0	0	0	0.748	0	0.213	0.900	0.503	0.927
FOS	NFATC3	9606.ENSP00000306245	9606.ENSP00000300659	0	0	0	0	0	0.213	0.900	0.412	0.949
FOS	BIRC5	9606.ENSP00000306245	9606.ENSP00000301633	0	0	0	0	0	0.062	0.900	0.321	0.930
FOS	JUNB	9606.ENSP00000306245	9606.ENSP00000303315	0	0	0	0	0.826	0.899	0.900	0.986	0.999
FOS	IER2	9606.ENSP00000306245	9606.ENSP00000465617	0	0	0	0	0.575	0	0	0.527	0.790
FOS	EGR3	9606.ENSP00000306245	9606.ENSP00000318057	0	0	0	0	0.139	0.062	0.650	0.563	0.859
FOS	ZFP36	9606.ENSP00000306245	9606.ENSP00000469647	0	0	0	0	0.793	0	0	0.481	0.888
FOS	ATF3	9606.ENSP00000306245	9606.ENSP00000344352	0	0	0	0.764	0.854	0.271	0	0.803	0.910
FOS	PIM1	9606.ENSP00000306245	9606.ENSP00000362608	0	0	0	0	0.062	0.078	0.900	0.106	0.912
FOS	MAPK10	9606.ENSP00000306245	9606.ENSP00000352157	0	0	0	0	0	0.243	0.800	0.479	0.914
FOS	FOSL1	9606.ENSP00000306245	9606.ENSP00000310170	0	0	0	0.871	0.062	0	0.900	0.983	0.914
FOS	RORC	9606.ENSP00000306245	9606.ENSP00000327025	0	0	0	0	0	0.077	0.900	0.159	0.915
FOS	MAPK9	9606.ENSP00000306245	9606.ENSP00000394560	0	0	0	0	0	0.313	0.800	0.549	0.932
FOS	BCL6	9606.ENSP00000306245	9606.ENSP00000384371	0	0	0	0	0.062	0.062	0.900	0.376	0.937
FOS	FOXO1	9606.ENSP00000306245	9606.ENSP00000368880	0	0	0	0	0	0.057	0.900	0.433	0.941
FOS	ATF7	9606.ENSP00000306245	9606.ENSP00000399465	0	0	0	0	0	0.874	0	0.561	0.942
FOS	SOX2	9606.ENSP00000306245	9606.ENSP00000323588	0	0	0	0	0	0.124	0.900	0.402	0.943
FOS	FOXO3	9606.ENSP00000306245	9606.ENSP00000385824	0	0	0	0	0	0.182	0.900	0.414	0.947
FOS	SP1	9606.ENSP00000306245	9606.ENSP00000329357	0	0	0	0	0	0.062	0.900	0.501	0.949
FOS	CEBPD	9606.ENSP00000306245	9606.ENSP00000386165	0	0	0	0	0.144	0.078	0.900	0.464	0.952
FOS	SMAD4	9606.ENSP00000306245	9606.ENSP00000341551	0	0	0	0	0	0.062	0.900	0.578	0.957
FOS	ZEB1	9606.ENSP00000306245	9606.ENSP00000354487	0	0	0	0	0	0.392	0.900	0.378	0.958
FOS	ARC	9606.ENSP00000306245	9606.ENSP00000349022	0	0	0	0	0.062	0	0.900	0.667	0.966
FOS	HIF1A	9606.ENSP00000306245	9606.ENSP00000437955	0	0	0	0	0	0.405	0.900	0.558	0.971
FOS	MAPK8	9606.ENSP00000306245	9606.ENSP00000378974	0	0	0	0	0	0.243	0.900	0.697	0.975
FOS	MYC	9606.ENSP00000306245	9606.ENSP00000479618	0	0	0	0	0.065	0.129	0.900	0.861	0.987
FOS	CREB1	9606.ENSP00000306245	9606.ENSP00000387699	0	0	0	0	0	0	0.900	0.910	0.990
FOS	SMAD3	9606.ENSP00000306245	9606.ENSP00000332973	0	0	0	0	0	0.497	0.900	0.826	0.990
FOS	NFATC1	9606.ENSP00000306245	9606.ENSP00000389377	0	0	0	0	0	0.331	0.900	0.908	0.993
FOS	JUN	9606.ENSP00000306245	9606.ENSP00000360266	0	0	0	0	0.656	0.985	0.900	0.996	0.999
FOS	NFATC2	9606.ENSP00000306245	9606.ENSP00000379330	0	0	0	0	0	0.890	0.900	0.986	0.999
FOSB	EGR1	9606.ENSP00000245919	9606.ENSP00000239938	0	0	0	0	0.753	0.062	0.650	0.777	0.979
FOSB	EGR2	9606.ENSP00000245919	9606.ENSP00000242480	0	0	0	0	0.565	0.062	0.650	0.649	0.943
FOSB	MAPK10	9606.ENSP00000245919	9606.ENSP00000352157	0	0	0	0	0	0.243	0.600	0.173	0.727
FOSB	MAPK9	9606.ENSP00000245919	9606.ENSP00000394560	0	0	0	0	0	0.243	0.600	0.287	0.765
FOSB	ZFP36	9606.ENSP00000245919	9606.ENSP00000469647	0	0	0	0	0.625	0	0	0.410	0.769
FOSB	SRF	9606.ENSP00000245919	9606.ENSP00000265354	0	0	0	0	0	0.058	0.650	0.418	0.791
FOSB	MAPK8	9606.ENSP00000245919	9606.ENSP00000378974	0	0	0	0	0	0.243	0.600	0.375	0.794
FOSB	FOSL2	9606.ENSP00000245919	9606.ENSP00000264716	0	0	0	0.863	0.085	0	0.800	0.932	0.833
FOSB	FOSL1	9606.ENSP00000245919	9606.ENSP00000310170	0	0	0	0.821	0.062	0	0.800	0.987	0.838
FOSB	CREB1	9606.ENSP00000245919	9606.ENSP00000387699	0	0	0	0	0	0	0.650	0.673	0.880
FOSB	EGR3	9606.ENSP00000245919	9606.ENSP00000318057	0	0	0	0	0.271	0.062	0.650	0.605	0.892
FOSB	ARC	9606.ENSP00000245919	9606.ENSP00000349022	0	0	0	0	0.064	0	0.900	0.276	0.926
FOSB	MYC	9606.ENSP00000245919	9606.ENSP00000479618	0	0	0	0	0	0	0.900	0.399	0.937
FOSB	FOS	9606.ENSP00000245919	9606.ENSP00000306245	0	0	0	0.866	0.899	0.267	0.800	0.989	0.986
FOSB	JUNB	9606.ENSP00000245919	9606.ENSP00000303315	0	0	0	0	0.346	0.607	0.900	0.896	0.996
FOSB	JUN	9606.ENSP00000245919	9606.ENSP00000360266	0	0	0	0	0.551	0.553	0.900	0.989	0.999
FOSB	JUND	9606.ENSP00000245919	9606.ENSP00000252818	0	0	0	0	0.132	0.871	0.900	0.985	0.999
FOSL1	EGR1	9606.ENSP00000310170	9606.ENSP00000239938	0	0	0	0	0.089	0.062	0.650	0.639	0.877
FOSL1	EGR2	9606.ENSP00000310170	9606.ENSP00000242480	0	0	0	0	0.062	0.062	0.650	0.455	0.809
FOSL1	FOSB	9606.ENSP00000310170	9606.ENSP00000245919	0	0	0	0.821	0.062	0	0.800	0.987	0.838
FOSL1	JUND	9606.ENSP00000310170	9606.ENSP00000252818	0	0	0	0	0.065	0.600	0.900	0.982	0.999
FOSL1	SMAD2	9606.ENSP00000310170	9606.ENSP00000262160	0	0	0	0	0	0.062	0	0.769	0.774
FOSL1	EP300	9606.ENSP00000310170	9606.ENSP00000263253	0	0	0	0	0.049	0.495	0.900	0.480	0.971
FOSL1	FOSL2	9606.ENSP00000310170	9606.ENSP00000264716	0	0	0	0.913	0.096	0	0.800	0.988	0.827
FOSL1	SRF	9606.ENSP00000310170	9606.ENSP00000265354	0	0	0	0	0.062	0.058	0.650	0.294	0.752
FOSL1	NFATC3	9606.ENSP00000310170	9606.ENSP00000300659	0	0	0	0	0	0	0.900	0.266	0.923
FOSL1	JUNB	9606.ENSP00000310170	9606.ENSP00000303315	0	0	0	0	0.088	0.843	0.900	0.949	0.999
FOSL1	FOS	9606.ENSP00000310170	9606.ENSP00000306245	0	0	0	0.871	0.062	0	0.900	0.983	0.914
FOSL1	MAPK10	9606.ENSP00000310170	9606.ENSP00000352157	0	0	0	0	0	0.243	0.600	0.202	0.737
FOSL1	MAPK9	9606.ENSP00000310170	9606.ENSP00000394560	0	0	0	0	0	0.243	0.600	0.314	0.774
FOSL1	EGR3	9606.ENSP00000310170	9606.ENSP00000318057	0	0	0	0	0.054	0.062	0.650	0.400	0.788
FOSL1	MAPK8	9606.ENSP00000310170	9606.ENSP00000378974	0	0	0	0	0	0.243	0.600	0.430	0.812
FOSL1	CREB1	9606.ENSP00000310170	9606.ENSP00000387699	0	0	0	0	0	0	0.650	0.518	0.824
FOSL1	ARC	9606.ENSP00000310170	9606.ENSP00000349022	0	0	0	0	0	0	0.900	0.075	0.903
FOSL1	SP1	9606.ENSP00000310170	9606.ENSP00000329357	0	0	0	0	0	0.062	0.900	0.261	0.924
FOSL1	NFATC1	9606.ENSP00000310170	9606.ENSP00000389377	0	0	0	0	0.062	0	0.900	0.306	0.929
FOSL1	NFATC2	9606.ENSP00000310170	9606.ENSP00000379330	0	0	0	0	0	0	0.900	0.541	0.952
FOSL1	JUN	9606.ENSP00000310170	9606.ENSP00000360266	0	0	0	0	0.065	0.901	0.900	0.989	0.999
FOSL2	EGR1	9606.ENSP00000264716	9606.ENSP00000239938	0	0	0	0	0.062	0.499	0	0.530	0.760
FOSL2	FOSB	9606.ENSP00000264716	9606.ENSP00000245919	0	0	0	0.863	0.085	0	0.800	0.932	0.833
FOSL2	JUND	9606.ENSP00000264716	9606.ENSP00000252818	0	0	0	0	0.065	0.901	0.900	0.989	0.999
FOSL2	ATF2	9606.ENSP00000264716	9606.ENSP00000264110	0	0	0	0.595	0	0.780	0	0.172	0.792
FOSL2	MAPK10	9606.ENSP00000264716	9606.ENSP00000352157	0	0	0	0	0	0.243	0.600	0.183	0.731
FOSL2	CREB1	9606.ENSP00000264716	9606.ENSP00000387699	0	0	0	0	0.061	0	0	0.740	0.747
FOSL2	MAPK9	9606.ENSP00000264716	9606.ENSP00000394560	0	0	0	0	0	0.243	0.600	0.268	0.759
FOSL2	MAPK8	9606.ENSP00000264716	9606.ENSP00000378974	0	0	0	0	0	0.243	0.600	0.396	0.801
FOSL2	FOSL1	9606.ENSP00000264716	9606.ENSP00000310170	0	0	0	0.913	0.096	0	0.800	0.988	0.827
FOSL2	ATF7	9606.ENSP00000264716	9606.ENSP00000399465	0	0	0	0.586	0	0.872	0	0.469	0.895
FOSL2	FOS	9606.ENSP00000264716	9606.ENSP00000306245	0	0	0	0.899	0.066	0	0.900	0.949	0.911
FOSL2	JUNB	9606.ENSP00000264716	9606.ENSP00000303315	0	0	0	0	0.290	0.899	0.900	0.931	0.999
FOSL2	JUN	9606.ENSP00000264716	9606.ENSP00000360266	0	0	0	0	0.099	0.899	0.900	0.989	0.999
FOXO1	CCND1	9606.ENSP00000368880	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.732	0.972
FOXO1	NANOG	9606.ENSP00000368880	9606.ENSP00000229307	0	0	0	0	0.062	0.073	0.900	0.370	0.937
FOXO1	TWIST1	9606.ENSP00000368880	9606.ENSP00000242261	0	0	0	0	0	0	0.900	0.262	0.923
FOXO1	RORA	9606.ENSP00000368880	9606.ENSP00000261523	0	0	0	0	0	0.105	0.900	0.242	0.926
FOXO1	SMAD2	9606.ENSP00000368880	9606.ENSP00000262160	0	0	0	0	0	0.106	0.900	0.473	0.948
FOXO1	EP300	9606.ENSP00000368880	9606.ENSP00000263253	0	0	0	0	0.063	0.807	0.900	0.842	0.996
FOXO1	STAT3	9606.ENSP00000368880	9606.ENSP00000264657	0	0	0	0	0	0.082	0.900	0.938	0.993
FOXO1	SRF	9606.ENSP00000368880	9606.ENSP00000265354	0	0	0	0	0	0.182	0	0.902	0.917
FOXO1	BATF	9606.ENSP00000368880	9606.ENSP00000286639	0	0	0	0	0	0.057	0.900	0.411	0.939
FOXO1	BIRC5	9606.ENSP00000368880	9606.ENSP00000301633	0	0	0	0	0	0.059	0.900	0.254	0.923
FOXO1	JUNB	9606.ENSP00000368880	9606.ENSP00000303315	0	0	0	0	0	0.078	0.900	0.251	0.924
FOXO1	FOS	9606.ENSP00000368880	9606.ENSP00000306245	0	0	0	0	0	0.057	0.900	0.433	0.941
FOXO1	SOX2	9606.ENSP00000368880	9606.ENSP00000323588	0	0	0	0	0	0.125	0.900	0.375	0.940
FOXO1	RORC	9606.ENSP00000368880	9606.ENSP00000327025	0	0	0	0	0	0.182	0.900	0.218	0.930
FOXO1	SMAD3	9606.ENSP00000368880	9606.ENSP00000332973	0	0	0	0	0	0.319	0.900	0.721	0.979
FOXO1	SMAD4	9606.ENSP00000368880	9606.ENSP00000341551	0	0	0	0	0.062	0.319	0.900	0.552	0.967
FOXO1	MAPK10	9606.ENSP00000368880	9606.ENSP00000352157	0	0	0	0	0	0.104	0.800	0.177	0.839
FOXO1	ZEB1	9606.ENSP00000368880	9606.ENSP00000354487	0	0	0	0	0.062	0	0.900	0.324	0.931
FOXO1	POU2F1	9606.ENSP00000368880	9606.ENSP00000356840	0	0	0	0	0	0.061	0.900	0.168	0.915
FOXO1	PIM1	9606.ENSP00000368880	9606.ENSP00000362608	0	0	0	0	0.063	0.077	0.900	0.113	0.913
FOXO1	MAPK9	9606.ENSP00000368880	9606.ENSP00000394560	0	0	0	0	0	0.104	0.800	0.292	0.862
FOXO1	CREB1	9606.ENSP00000368880	9606.ENSP00000387699	0	0	0	0	0	0.077	0	0.889	0.894
FOXO1	MAPK8	9606.ENSP00000368880	9606.ENSP00000378974	0	0	0	0	0	0.104	0.800	0.464	0.895
FOXO1	FOXO3	9606.ENSP00000368880	9606.ENSP00000385824	0	0	0	0.899	0.065	0	0.900	0.894	0.911
FOXO1	CEBPD	9606.ENSP00000368880	9606.ENSP00000386165	0	0	0	0	0	0.078	0.900	0.325	0.932
FOXO1	HIF1A	9606.ENSP00000368880	9606.ENSP00000437955	0	0	0	0	0	0.078	0.900	0.566	0.956
FOXO1	MYC	9606.ENSP00000368880	9606.ENSP00000479618	0	0	0	0	0	0.056	0.900	0.610	0.959
FOXO1	BCL6	9606.ENSP00000368880	9606.ENSP00000384371	0	0	0	0	0.062	0.078	0.900	0.610	0.961
FOXO3	CCND1	9606.ENSP00000385824	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.640	0.962
FOXO3	NANOG	9606.ENSP00000385824	9606.ENSP00000229307	0	0	0	0	0.062	0.073	0.900	0.318	0.932
FOXO3	TWIST1	9606.ENSP00000385824	9606.ENSP00000242261	0	0	0	0	0	0	0.900	0.282	0.925
FOXO3	RORA	9606.ENSP00000385824	9606.ENSP00000261523	0	0	0	0	0.062	0.139	0.900	0.193	0.926
FOXO3	SMAD2	9606.ENSP00000385824	9606.ENSP00000262160	0	0	0	0	0	0.292	0.900	0.917	0.993
FOXO3	EP300	9606.ENSP00000385824	9606.ENSP00000263253	0	0	0	0	0.086	0.764	0.900	0.871	0.996
FOXO3	STAT3	9606.ENSP00000385824	9606.ENSP00000264657	0	0	0	0	0	0.082	0.900	0.694	0.969
FOXO3	BATF	9606.ENSP00000385824	9606.ENSP00000286639	0	0	0	0	0	0.057	0.900	0.188	0.916
FOXO3	BIRC5	9606.ENSP00000385824	9606.ENSP00000301633	0	0	0	0	0	0.059	0.900	0.289	0.927
FOXO3	JUNB	9606.ENSP00000385824	9606.ENSP00000303315	0	0	0	0	0.054	0.078	0.900	0.264	0.927
FOXO3	FOS	9606.ENSP00000385824	9606.ENSP00000306245	0	0	0	0	0	0.182	0.900	0.414	0.947
FOXO3	SOX2	9606.ENSP00000385824	9606.ENSP00000323588	0	0	0	0	0	0.125	0.900	0.343	0.937
FOXO3	RORC	9606.ENSP00000385824	9606.ENSP00000327025	0	0	0	0	0	0.105	0.900	0.120	0.914
FOXO3	SMAD3	9606.ENSP00000385824	9606.ENSP00000332973	0	0	0	0	0	0.708	0.900	0.680	0.989
FOXO3	SMAD4	9606.ENSP00000385824	9606.ENSP00000341551	0	0	0	0	0	0.520	0.900	0.904	0.995
FOXO3	MAPK10	9606.ENSP00000385824	9606.ENSP00000352157	0	0	0	0	0	0.228	0.800	0.552	0.924
FOXO3	ZEB1	9606.ENSP00000385824	9606.ENSP00000354487	0	0	0	0	0	0	0.900	0.342	0.931
FOXO3	POU2F1	9606.ENSP00000385824	9606.ENSP00000356840	0	0	0	0	0	0.061	0.900	0.115	0.909
FOXO3	JUN	9606.ENSP00000385824	9606.ENSP00000360266	0	0	0	0	0	0.182	0	0.707	0.750
FOXO3	PIM1	9606.ENSP00000385824	9606.ENSP00000362608	0	0	0	0	0.063	0.297	0.900	0.208	0.940
FOXO3	FOXO1	9606.ENSP00000385824	9606.ENSP00000368880	0	0	0	0.899	0.065	0	0.900	0.894	0.911
FOXO3	MAPK8	9606.ENSP00000385824	9606.ENSP00000378974	0	0	0	0	0	0.228	0.800	0.702	0.949
FOXO3	BCL6	9606.ENSP00000385824	9606.ENSP00000384371	0	0	0	0	0	0.078	0.900	0.445	0.944
FOXO3	CREB1	9606.ENSP00000385824	9606.ENSP00000387699	0	0	0	0	0.062	0.293	0	0.603	0.714
FOXO3	MAPK9	9606.ENSP00000385824	9606.ENSP00000394560	0	0	0	0	0	0.213	0.800	0.520	0.917
FOXO3	CEBPD	9606.ENSP00000385824	9606.ENSP00000386165	0	0	0	0	0	0.078	0.900	0.209	0.920
FOXO3	HIF1A	9606.ENSP00000385824	9606.ENSP00000437955	0	0	0	0	0.062	0.345	0.900	0.852	0.989
FOXO3	MYC	9606.ENSP00000385824	9606.ENSP00000479618	0	0	0	0	0	0.327	0.900	0.951	0.996
HIF1A	CCND1	9606.ENSP00000437955	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.686	0.967
HIF1A	NANOG	9606.ENSP00000437955	9606.ENSP00000229307	0	0	0	0	0	0	0.900	0.559	0.954
HIF1A	TWIST1	9606.ENSP00000437955	9606.ENSP00000242261	0	0	0	0	0	0.273	0.900	0.745	0.979
HIF1A	RORA	9606.ENSP00000437955	9606.ENSP00000261523	0	0	0	0	0	0.283	0.900	0.282	0.944
HIF1A	EP300	9606.ENSP00000437955	9606.ENSP00000263253	0	0	0	0	0.053	0.998	0.900	0.993	0.999
HIF1A	STAT3	9606.ENSP00000437955	9606.ENSP00000264657	0	0	0	0	0.062	0.839	0.900	0.968	0.999
HIF1A	BATF	9606.ENSP00000437955	9606.ENSP00000286639	0	0	0	0	0	0.144	0.900	0.479	0.951
HIF1A	BIRC5	9606.ENSP00000437955	9606.ENSP00000301633	0	0	0	0	0	0	0.900	0.334	0.930
HIF1A	JUNB	9606.ENSP00000437955	9606.ENSP00000303315	0	0	0	0	0.053	0	0.900	0.272	0.925
HIF1A	FOS	9606.ENSP00000437955	9606.ENSP00000306245	0	0	0	0	0	0.405	0.900	0.558	0.971
HIF1A	SOX2	9606.ENSP00000437955	9606.ENSP00000323588	0	0	0	0	0	0.147	0.900	0.557	0.958
HIF1A	RORC	9606.ENSP00000437955	9606.ENSP00000327025	0	0	0	0	0	0.182	0.900	0.260	0.934
HIF1A	SP1	9606.ENSP00000437955	9606.ENSP00000329357	0	0	0	0	0	0.819	0.900	0.746	0.995
HIF1A	SMAD3	9606.ENSP00000437955	9606.ENSP00000332973	0	0	0	0	0	0.772	0.900	0.977	0.999
HIF1A	SMAD4	9606.ENSP00000437955	9606.ENSP00000341551	0	0	0	0	0	0.056	0.900	0.738	0.973
HIF1A	ZEB1	9606.ENSP00000437955	9606.ENSP00000354487	0	0	0	0	0	0	0.900	0.600	0.958
HIF1A	POU2F1	9606.ENSP00000437955	9606.ENSP00000356840	0	0	0	0	0	0.158	0.900	0.129	0.920
HIF1A	JUN	9606.ENSP00000437955	9606.ENSP00000360266	0	0	0	0	0	0.676	0.900	0.901	0.996
HIF1A	PIM1	9606.ENSP00000437955	9606.ENSP00000362608	0	0	0	0	0	0	0.900	0.157	0.912
HIF1A	FOXO1	9606.ENSP00000437955	9606.ENSP00000368880	0	0	0	0	0	0.078	0.900	0.566	0.956
HIF1A	BCL6	9606.ENSP00000437955	9606.ENSP00000384371	0	0	0	0	0	0.058	0.900	0.374	0.935
HIF1A	FOXO3	9606.ENSP00000437955	9606.ENSP00000385824	0	0	0	0	0.062	0.345	0.900	0.852	0.989
HIF1A	CEBPD	9606.ENSP00000437955	9606.ENSP00000386165	0	0	0	0	0	0	0.900	0.293	0.926
HIF1A	CREB1	9606.ENSP00000437955	9606.ENSP00000387699	0	0	0	0	0.062	0.270	0.900	0.814	0.985
HIF1A	MYC	9606.ENSP00000437955	9606.ENSP00000479618	0	0	0	0	0	0.475	0.900	0.965	0.998
IER2	EGR1	9606.ENSP00000465617	9606.ENSP00000239938	0	0	0	0	0.633	0	0	0.609	0.850
IER2	JUNB	9606.ENSP00000465617	9606.ENSP00000303315	0	0	0	0	0.719	0	0	0.348	0.809
IER2	FOS	9606.ENSP00000465617	9606.ENSP00000306245	0	0	0	0	0.575	0	0	0.527	0.790
IL13	IL4	9606.ENSP00000304915	9606.ENSP00000231449	0	0	0	0	0.070	0	0	0.928	0.930
IL13	STAT3	9606.ENSP00000304915	9606.ENSP00000264657	0	0	0	0	0	0	0.600	0.727	0.886
IL13	JUNB	9606.ENSP00000304915	9606.ENSP00000303315	0	0	0	0	0	0	0.900	0.228	0.919
IL13	NFATC1	9606.ENSP00000304915	9606.ENSP00000389377	0	0	0	0	0	0	0.900	0.358	0.933
IL4	STAT3	9606.ENSP00000231449	9606.ENSP00000264657	0	0	0	0	0	0	0.600	0.736	0.890
IL4	ATF2	9606.ENSP00000231449	9606.ENSP00000264110	0	0	0	0	0	0	0.900	0.152	0.911
IL4	IL13	9606.ENSP00000231449	9606.ENSP00000304915	0	0	0	0	0.070	0	0	0.928	0.930
IL4	JUNB	9606.ENSP00000231449	9606.ENSP00000303315	0	0	0	0	0	0	0.900	0.329	0.930
IL4	NFATC1	9606.ENSP00000231449	9606.ENSP00000389377	0	0	0	0	0	0	0.900	0.529	0.950
IL4	JUN	9606.ENSP00000231449	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0.603	0.958
JDP2	JUND	9606.ENSP00000267569	9606.ENSP00000252818	0	0	0	0	0.065	0.582	0	0.687	0.867
JDP2	ATF2	9606.ENSP00000267569	9606.ENSP00000264110	0	0	0	0.657	0	0.875	0.900	0.390	0.988
JDP2	JUNB	9606.ENSP00000267569	9606.ENSP00000303315	0	0	0	0	0.160	0.582	0	0.648	0.866
JDP2	FOS	9606.ENSP00000267569	9606.ENSP00000306245	0	0	0	0.770	0.909	0	0	0.517	0.919
JDP2	JUN	9606.ENSP00000267569	9606.ENSP00000360266	0	0	0	0	0.110	0.745	0	0.977	0.994
JUN	CCND1	9606.ENSP00000360266	9606.ENSP00000227507	0	0	0	0	0	0.270	0.900	0.774	0.982
JUN	IL4	9606.ENSP00000360266	9606.ENSP00000231449	0	0	0	0	0	0	0.900	0.603	0.958
JUN	EGR1	9606.ENSP00000360266	9606.ENSP00000239938	0	0	0	0	0.305	0.262	0.650	0.851	0.969
JUN	EGR2	9606.ENSP00000360266	9606.ENSP00000242480	0	0	0	0	0.107	0.101	0.600	0.609	0.858
JUN	BATF3	9606.ENSP00000360266	9606.ENSP00000243440	0	0	0	0	0.065	0.840	0.900	0.978	0.999
JUN	FOSB	9606.ENSP00000360266	9606.ENSP00000245919	0	0	0	0	0.551	0.553	0.900	0.989	0.999
JUN	JUND	9606.ENSP00000360266	9606.ENSP00000252818	0	0	0	0.927	0.150	0.149	0.900	0.989	0.927
JUN	SMAD2	9606.ENSP00000360266	9606.ENSP00000262160	0	0	0	0	0	0.688	0	0.757	0.921
JUN	EP300	9606.ENSP00000360266	9606.ENSP00000263253	0	0	0	0	0	0.910	0.900	0.922	0.999
JUN	ATF2	9606.ENSP00000360266	9606.ENSP00000264110	0	0	0	0.576	0.065	0.984	0.900	0.989	0.999
